country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,15523,6458.6,2022-01-31T00:00:00
NO,møre og romsdal,17115,6445.3,2022-01-31T00:00:00
NO,troms og finnmark,20808,8592.4,2022-01-31T00:00:00
NO,innlandet,34394,9280.6,2022-01-31T00:00:00
NO,agder,38365,12422.2,2022-01-31T00:00:00
NO,vestfold og telemark,48908,11592.8,2022-01-31T00:00:00
NO,trøndelag,50088,10631.6,2022-01-31T00:00:00
NO,rogaland,53685,11123.1,2022-01-31T00:00:00
NO,vestland,62762,9824.7,2022-01-31T00:00:00
NO,oslo,175766,25217.1,2022-01-31T00:00:00
NO,viken,233748,18664.2,2022-01-31T00:00:00
