country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,12782,5318.2,2022-01-26T00:00:00
NO,møre og romsdal,13954,5254.9,2022-01-26T00:00:00
NO,troms og finnmark,17960,7416.3,2022-01-26T00:00:00
NO,innlandet,27671,7466.5,2022-01-26T00:00:00
NO,agder,31518,10205.2,2022-01-26T00:00:00
NO,trøndelag,40371,8569.1,2022-01-26T00:00:00
NO,vestfold og telemark,41748,9895.7,2022-01-26T00:00:00
NO,rogaland,44090,9135.1,2022-01-26T00:00:00
NO,vestland,51069,7994.3,2022-01-26T00:00:00
NO,oslo,152093,21820.8,2022-01-26T00:00:00
NO,viken,195428,15604.5,2022-01-26T00:00:00
