country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,38260,15918.8,2022-04-01T00:00:00
NO,troms og finnmark,47007,19410.9,2022-04-01T00:00:00
NO,møre og romsdal,51920,19552.3,2022-04-01T00:00:00
NO,innlandet,76986,20773.2,2022-04-01T00:00:00
NO,agder,78365,25373.7,2022-04-01T00:00:00
NO,trøndelag,98646,20938.4,2022-04-01T00:00:00
NO,vestfold og telemark,99883,23675.6,2022-04-01T00:00:00
NO,rogaland,119549,24769.6,2022-04-01T00:00:00
NO,vestland,141171,22098.7,2022-04-01T00:00:00
NO,oslo,253694,36397.5,2022-04-01T00:00:00
NO,viken,378182,30197,2022-04-01T00:00:00
