country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,973,403.3,2021-02-09T00:00:00
NO,troms og finnmark,1216,499.8,2021-02-09T00:00:00
NO,møre og romsdal,1236,466,2021-02-09T00:00:00
NO,agder,1630,530.5,2021-02-09T00:00:00
NO,vestfold og telemark,3180,758.2,2021-02-09T00:00:00
NO,innlandet,3304,889.6,2021-02-09T00:00:00
NO,rogaland,3451,719.1,2021-02-09T00:00:00
NO,trøndelag,3503,747.4,2021-02-09T00:00:00
NO,vestland,6417,1008.1,2021-02-09T00:00:00
NO,oslo,17629,2542.1,2021-02-09T00:00:00
NO,viken,21086,1698.9,2021-02-09T00:00:00
