country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3847,1568.2,2021-11-04T00:00:00
NO,møre og romsdal,4834,1804.2,2021-11-04T00:00:00
NO,troms og finnmark,5701,2296.3,2021-11-04T00:00:00
NO,agder,8173,2638.2,2021-11-04T00:00:00
NO,innlandet,8879,2375.3,2021-11-04T00:00:00
NO,trøndelag,11135,2325.5,2021-11-04T00:00:00
NO,rogaland,11718,2401.4,2021-11-04T00:00:00
NO,vestfold og telemark,12160,2868.8,2021-11-04T00:00:00
NO,vestland,16663,2590.2,2021-11-04T00:00:00
NO,oslo,57993,8269.8,2021-11-04T00:00:00
NO,viken,66662,5298.7,2021-11-04T00:00:00
