country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1495,622,2021-05-04T00:00:00
NO,troms og finnmark,1560,644.2,2021-05-04T00:00:00
NO,møre og romsdal,1818,684.6,2021-05-04T00:00:00
NO,agder,3284,1063.3,2021-05-04T00:00:00
NO,trøndelag,4009,850.9,2021-05-04T00:00:00
NO,innlandet,4648,1254.2,2021-05-04T00:00:00
NO,rogaland,6029,1249.2,2021-05-04T00:00:00
NO,vestfold og telemark,6276,1487.6,2021-05-04T00:00:00
NO,vestland,9006,1409.8,2021-05-04T00:00:00
NO,oslo,33558,4814.6,2021-05-04T00:00:00
NO,viken,39737,3172.9,2021-05-04T00:00:00
