country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,242,100.3,2020-10-22T00:00:00
NO,møre og romsdal,337,127.1,2020-10-22T00:00:00
NO,troms og finnmark,448,184.1,2020-10-22T00:00:00
NO,vestfold og telemark,538,128.3,2020-10-22T00:00:00
NO,agder,587,191.1,2020-10-22T00:00:00
NO,innlandet,783,210.8,2020-10-22T00:00:00
NO,trøndelag,802,171.1,2020-10-22T00:00:00
NO,rogaland,859,179,2020-10-22T00:00:00
NO,vestland,2295,360.5,2020-10-22T00:00:00
NO,viken,4535,365.4,2020-10-22T00:00:00
NO,oslo,5481,790.3,2020-10-22T00:00:00
