country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1375,572.1,2021-03-31T00:00:00
NO,møre og romsdal,1468,552.8,2021-03-31T00:00:00
NO,troms og finnmark,1488,614.4,2021-03-31T00:00:00
NO,agder,2577,834.4,2021-03-31T00:00:00
NO,trøndelag,3736,793,2021-03-31T00:00:00
NO,innlandet,3966,1070.1,2021-03-31T00:00:00
NO,rogaland,4869,1008.8,2021-03-31T00:00:00
NO,vestfold og telemark,5333,1264.1,2021-03-31T00:00:00
NO,vestland,7696,1204.7,2021-03-31T00:00:00
NO,oslo,28126,4035.2,2021-03-31T00:00:00
NO,viken,32971,2632.7,2021-03-31T00:00:00
