country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,129,53.5,2020-07-13T00:00:00
NO,møre og romsdal,160,60.3,2020-07-13T00:00:00
NO,troms og finnmark,257,105.6,2020-07-13T00:00:00
NO,vestfold og telemark,301,71.8,2020-07-13T00:00:00
NO,agder,349,113.6,2020-07-13T00:00:00
NO,rogaland,445,92.7,2020-07-13T00:00:00
NO,innlandet,516,138.9,2020-07-13T00:00:00
NO,trøndelag,541,115.4,2020-07-13T00:00:00
NO,vestland,893,140.3,2020-07-13T00:00:00
NO,viken,2487,200.4,2020-07-13T00:00:00
NO,oslo,2903,418.6,2020-07-13T00:00:00
