country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1938,806.3,2021-08-06T00:00:00
NO,møre og romsdal,2560,964.1,2021-08-06T00:00:00
NO,troms og finnmark,2760,1139.7,2021-08-06T00:00:00
NO,agder,5637,1825.2,2021-08-06T00:00:00
NO,trøndelag,5764,1223.5,2021-08-06T00:00:00
NO,innlandet,6124,1652.4,2021-08-06T00:00:00
NO,rogaland,8186,1696.1,2021-08-06T00:00:00
NO,vestfold og telemark,9186,2177.4,2021-08-06T00:00:00
NO,vestland,11227,1757.5,2021-08-06T00:00:00
NO,oslo,38415,5511.4,2021-08-06T00:00:00
NO,viken,45358,3621.7,2021-08-06T00:00:00
