country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,622,257.8,2020-12-21T00:00:00
NO,møre og romsdal,770,290.3,2020-12-21T00:00:00
NO,troms og finnmark,945,388.4,2020-12-21T00:00:00
NO,agder,1157,376.6,2020-12-21T00:00:00
NO,trøndelag,1650,352,2020-12-21T00:00:00
NO,rogaland,1737,362,2020-12-21T00:00:00
NO,vestfold og telemark,1808,431.1,2020-12-21T00:00:00
NO,innlandet,2446,658.6,2020-12-21T00:00:00
NO,vestland,5407,849.4,2020-12-21T00:00:00
NO,oslo,12739,1836.9,2020-12-21T00:00:00
NO,viken,14169,1141.6,2020-12-21T00:00:00
