country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40680,16925.7,2022-08-30T00:00:00
NO,troms og finnmark,49223,20326,2022-08-30T00:00:00
NO,møre og romsdal,55417,20869.2,2022-08-30T00:00:00
NO,innlandet,80434,21703.5,2022-08-30T00:00:00
NO,agder,80923,26202,2022-08-30T00:00:00
NO,trøndelag,102247,21702.8,2022-08-30T00:00:00
NO,vestfold og telemark,104436,24754.8,2022-08-30T00:00:00
NO,rogaland,123940,25679.3,2022-08-30T00:00:00
NO,vestland,147641,23111.5,2022-08-30T00:00:00
NO,oslo,261472,37513.4,2022-08-30T00:00:00
NO,viken,391421,31254.1,2022-08-30T00:00:00
