country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,181,75,2020-09-02T00:00:00
NO,møre og romsdal,185,69.7,2020-09-02T00:00:00
NO,troms og finnmark,325,133.6,2020-09-02T00:00:00
NO,vestfold og telemark,361,86.1,2020-09-02T00:00:00
NO,agder,410,133.5,2020-09-02T00:00:00
NO,rogaland,534,111.3,2020-09-02T00:00:00
NO,innlandet,579,155.9,2020-09-02T00:00:00
NO,trøndelag,626,133.6,2020-09-02T00:00:00
NO,vestland,1115,175.2,2020-09-02T00:00:00
NO,viken,3070,247.3,2020-09-02T00:00:00
NO,oslo,3484,502.4,2020-09-02T00:00:00
