country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,6966,2920.8,2021-12-24T00:00:00
NO,møre og romsdal,8245,3137.7,2021-12-24T00:00:00
NO,troms og finnmark,12074,5018,2021-12-24T00:00:00
NO,innlandet,14491,3960.3,2021-12-24T00:00:00
NO,agder,15685,5167,2021-12-24T00:00:00
NO,trøndelag,20639,4423.5,2021-12-24T00:00:00
NO,rogaland,22090,4635.9,2021-12-24T00:00:00
NO,vestfold og telemark,22262,5361.9,2021-12-24T00:00:00
NO,vestland,31382,4960.7,2021-12-24T00:00:00
NO,oslo,90470,13144.9,2021-12-24T00:00:00
NO,viken,112880,9108.2,2021-12-24T00:00:00
