country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1486,618.3,2021-04-29T00:00:00
NO,troms og finnmark,1552,640.9,2021-04-29T00:00:00
NO,møre og romsdal,1755,660.9,2021-04-29T00:00:00
NO,agder,3166,1025.1,2021-04-29T00:00:00
NO,trøndelag,3987,846.3,2021-04-29T00:00:00
NO,innlandet,4541,1225.3,2021-04-29T00:00:00
NO,rogaland,5977,1238.4,2021-04-29T00:00:00
NO,vestfold og telemark,6072,1439.3,2021-04-29T00:00:00
NO,vestland,8848,1385.1,2021-04-29T00:00:00
NO,oslo,33061,4743.3,2021-04-29T00:00:00
NO,viken,39217,3131.4,2021-04-29T00:00:00
