country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,585,241.7,2020-12-10T00:00:00
NO,møre og romsdal,726,269.6,2020-12-10T00:00:00
NO,troms og finnmark,881,360.4,2020-12-10T00:00:00
NO,agder,1099,355.4,2020-12-10T00:00:00
NO,trøndelag,1315,274.6,2020-12-10T00:00:00
NO,vestfold og telemark,1434,336.7,2020-12-10T00:00:00
NO,rogaland,1609,334.2,2020-12-10T00:00:00
NO,innlandet,1996,532.1,2020-12-10T00:00:00
NO,vestland,5265,824.8,2020-12-10T00:00:00
NO,oslo,11743,1680.9,2020-12-10T00:00:00
NO,viken,12443,989.2,2020-12-10T00:00:00
