country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1600,665.7,2021-06-03T00:00:00
NO,troms og finnmark,2026,836.6,2021-06-03T00:00:00
NO,møre og romsdal,2055,773.9,2021-06-03T00:00:00
NO,agder,4561,1476.8,2021-06-03T00:00:00
NO,trøndelag,4752,1008.7,2021-06-03T00:00:00
NO,innlandet,5578,1505.1,2021-06-03T00:00:00
NO,rogaland,6613,1370.2,2021-06-03T00:00:00
NO,vestfold og telemark,8200,1943.7,2021-06-03T00:00:00
NO,vestland,9762,1528.1,2021-06-03T00:00:00
NO,oslo,35951,5157.9,2021-06-03T00:00:00
NO,viken,42542,3396.9,2021-06-03T00:00:00
