country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,38976,16216.7,2022-04-13T00:00:00
NO,troms og finnmark,47515,19620.7,2022-04-13T00:00:00
NO,møre og romsdal,52637,19822.3,2022-04-13T00:00:00
NO,innlandet,77687,20962.3,2022-04-13T00:00:00
NO,agder,78995,25577.7,2022-04-13T00:00:00
NO,trøndelag,99261,21069,2022-04-13T00:00:00
NO,vestfold og telemark,101018,23944.6,2022-04-13T00:00:00
NO,rogaland,120615,24990.4,2022-04-13T00:00:00
NO,vestland,142476,22303,2022-04-13T00:00:00
NO,oslo,255703,36685.7,2022-04-13T00:00:00
NO,viken,381116,30431.2,2022-04-13T00:00:00
