country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,5123,2131.5,2021-11-25T00:00:00
NO,møre og romsdal,6081,2290,2021-11-25T00:00:00
NO,troms og finnmark,8807,3636.7,2021-11-25T00:00:00
NO,agder,9330,3021,2021-11-25T00:00:00
NO,innlandet,10323,2785.5,2021-11-25T00:00:00
NO,vestfold og telemark,14108,3344.1,2021-11-25T00:00:00
NO,rogaland,14177,2937.4,2021-11-25T00:00:00
NO,trøndelag,15367,3261.8,2021-11-25T00:00:00
NO,vestland,20278,3174.3,2021-11-25T00:00:00
NO,oslo,65844,9446.6,2021-11-25T00:00:00
NO,viken,77418,6181.7,2021-11-25T00:00:00
