country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,138,57.2,2020-08-12T00:00:00
NO,møre og romsdal,165,62.2,2020-08-12T00:00:00
NO,troms og finnmark,301,123.7,2020-08-12T00:00:00
NO,vestfold og telemark,332,79.2,2020-08-12T00:00:00
NO,agder,360,117.2,2020-08-12T00:00:00
NO,rogaland,489,101.9,2020-08-12T00:00:00
NO,innlandet,527,141.9,2020-08-12T00:00:00
NO,trøndelag,584,124.6,2020-08-12T00:00:00
NO,vestland,946,148.6,2020-08-12T00:00:00
NO,viken,2763,222.6,2020-08-12T00:00:00
NO,oslo,3143,453.2,2020-08-12T00:00:00
