country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2219,923.3,2021-08-26T00:00:00
NO,møre og romsdal,3030,1141.1,2021-08-26T00:00:00
NO,troms og finnmark,3035,1253.3,2021-08-26T00:00:00
NO,agder,6111,1978.7,2021-08-26T00:00:00
NO,trøndelag,6342,1346.1,2021-08-26T00:00:00
NO,innlandet,6692,1805.7,2021-08-26T00:00:00
NO,rogaland,9030,1870.9,2021-08-26T00:00:00
NO,vestfold og telemark,9860,2337.1,2021-08-26T00:00:00
NO,vestland,13200,2066.3,2021-08-26T00:00:00
NO,oslo,41245,5917.4,2021-08-26T00:00:00
NO,viken,48438,3867.7,2021-08-26T00:00:00
