country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,130,53.9,2020-07-22T00:00:00
NO,møre og romsdal,160,60.3,2020-07-22T00:00:00
NO,troms og finnmark,258,106,2020-07-22T00:00:00
NO,vestfold og telemark,300,71.5,2020-07-22T00:00:00
NO,agder,351,114.2,2020-07-22T00:00:00
NO,rogaland,453,94.4,2020-07-22T00:00:00
NO,innlandet,513,138.1,2020-07-22T00:00:00
NO,trøndelag,545,116.3,2020-07-22T00:00:00
NO,vestland,897,140.9,2020-07-22T00:00:00
NO,viken,2513,202.5,2020-07-22T00:00:00
NO,oslo,2933,422.9,2020-07-22T00:00:00
