country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,22408,9323.3,2022-02-13T00:00:00
NO,møre og romsdal,25289,9523.5,2022-02-13T00:00:00
NO,troms og finnmark,27290,11269,2022-02-13T00:00:00
NO,innlandet,49037,13231.7,2022-02-13T00:00:00
NO,agder,52636,17043,2022-02-13T00:00:00
NO,vestfold og telemark,67612,16026.3,2022-02-13T00:00:00
NO,trøndelag,69255,14700,2022-02-13T00:00:00
NO,rogaland,73064,15138.2,2022-02-13T00:00:00
NO,vestland,85359,13362,2022-02-13T00:00:00
NO,oslo,204983,29408.9,2022-02-13T00:00:00
NO,viken,293552,23439.5,2022-02-13T00:00:00
