country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,174,72.1,2020-08-25T00:00:00
NO,møre og romsdal,177,66.7,2020-08-25T00:00:00
NO,troms og finnmark,319,131.1,2020-08-25T00:00:00
NO,vestfold og telemark,352,83.9,2020-08-25T00:00:00
NO,agder,389,126.6,2020-08-25T00:00:00
NO,rogaland,516,107.5,2020-08-25T00:00:00
NO,innlandet,554,149.2,2020-08-25T00:00:00
NO,trøndelag,621,132.5,2020-08-25T00:00:00
NO,vestland,1027,161.3,2020-08-25T00:00:00
NO,viken,2926,235.7,2020-08-25T00:00:00
NO,oslo,3339,481.5,2020-08-25T00:00:00
