country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,609,252.5,2020-12-16T00:00:00
NO,møre og romsdal,748,282,2020-12-16T00:00:00
NO,troms og finnmark,911,374.4,2020-12-16T00:00:00
NO,agder,1128,367.2,2020-12-16T00:00:00
NO,trøndelag,1484,316.6,2020-12-16T00:00:00
NO,vestfold og telemark,1571,374.6,2020-12-16T00:00:00
NO,rogaland,1679,349.9,2020-12-16T00:00:00
NO,innlandet,2234,601.5,2020-12-16T00:00:00
NO,vestland,5337,838.5,2020-12-16T00:00:00
NO,oslo,12271,1769.4,2020-12-16T00:00:00
NO,viken,13425,1081.6,2020-12-16T00:00:00
