country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,225,93.3,2020-10-12T00:00:00
NO,møre og romsdal,301,113.5,2020-10-12T00:00:00
NO,troms og finnmark,398,163.6,2020-10-12T00:00:00
NO,vestfold og telemark,485,115.6,2020-10-12T00:00:00
NO,agder,551,179.3,2020-10-12T00:00:00
NO,innlandet,732,197.1,2020-10-12T00:00:00
NO,trøndelag,734,156.6,2020-10-12T00:00:00
NO,rogaland,793,165.2,2020-10-12T00:00:00
NO,vestland,2006,315.1,2020-10-12T00:00:00
NO,viken,4226,340.5,2020-10-12T00:00:00
NO,oslo,5072,731.4,2020-10-12T00:00:00
