country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,268,111.1,2020-10-27T00:00:00
NO,møre og romsdal,372,140.3,2020-10-27T00:00:00
NO,troms og finnmark,483,198.5,2020-10-27T00:00:00
NO,vestfold og telemark,565,134.7,2020-10-27T00:00:00
NO,agder,608,197.9,2020-10-27T00:00:00
NO,trøndelag,835,178.2,2020-10-27T00:00:00
NO,innlandet,897,241.5,2020-10-27T00:00:00
NO,rogaland,934,194.6,2020-10-27T00:00:00
NO,vestland,2525,396.7,2020-10-27T00:00:00
NO,viken,4919,396.3,2020-10-27T00:00:00
NO,oslo,5859,844.9,2020-10-27T00:00:00
