country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1723,716.9,2021-07-15T00:00:00
NO,møre og romsdal,2146,808.2,2021-07-15T00:00:00
NO,troms og finnmark,2439,1007.2,2021-07-15T00:00:00
NO,agder,5294,1714.1,2021-07-15T00:00:00
NO,trøndelag,5479,1163,2021-07-15T00:00:00
NO,innlandet,5891,1589.6,2021-07-15T00:00:00
NO,rogaland,7771,1610.1,2021-07-15T00:00:00
NO,vestfold og telemark,8904,2110.5,2021-07-15T00:00:00
NO,vestland,10080,1577.9,2021-07-15T00:00:00
NO,oslo,37450,5373,2021-07-15T00:00:00
NO,viken,44095,3520.9,2021-07-15T00:00:00
