country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39503,16436,2022-05-19T00:00:00
NO,troms og finnmark,47935,19794.1,2022-05-19T00:00:00
NO,møre og romsdal,53597,20183.8,2022-05-19T00:00:00
NO,innlandet,78629,21216.5,2022-05-19T00:00:00
NO,agder,79628,25782.7,2022-05-19T00:00:00
NO,trøndelag,99905,21205.7,2022-05-19T00:00:00
NO,vestfold og telemark,102285,24244.9,2022-05-19T00:00:00
NO,rogaland,121763,25228.3,2022-05-19T00:00:00
NO,vestland,143903,22526.3,2022-05-19T00:00:00
NO,oslo,257879,36997.9,2022-05-19T00:00:00
NO,viken,384503,30701.7,2022-05-19T00:00:00
