country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1609,669.5,2021-06-07T00:00:00
NO,møre og romsdal,2068,778.8,2021-06-07T00:00:00
NO,troms og finnmark,2112,872.1,2021-06-07T00:00:00
NO,agder,4611,1493,2021-06-07T00:00:00
NO,trøndelag,4851,1029.7,2021-06-07T00:00:00
NO,innlandet,5608,1513.2,2021-06-07T00:00:00
NO,rogaland,6671,1382.2,2021-06-07T00:00:00
NO,vestfold og telemark,8272,1960.7,2021-06-07T00:00:00
NO,vestland,9793,1533,2021-06-07T00:00:00
NO,oslo,36256,5201.6,2021-06-07T00:00:00
NO,viken,42706,3410,2021-06-07T00:00:00
