country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40218,16733.4,2022-07-08T00:00:00
NO,troms og finnmark,48829,20163.3,2022-07-08T00:00:00
NO,møre og romsdal,54750,20618.1,2022-07-08T00:00:00
NO,innlandet,79758,21521.1,2022-07-08T00:00:00
NO,agder,80354,26017.8,2022-07-08T00:00:00
NO,trøndelag,101417,21526.6,2022-07-08T00:00:00
NO,vestfold og telemark,103820,24608.8,2022-07-08T00:00:00
NO,rogaland,123337,25554.4,2022-07-08T00:00:00
NO,vestland,146269,22896.7,2022-07-08T00:00:00
NO,oslo,260103,37317,2022-07-08T00:00:00
NO,viken,389633,31111.3,2022-07-08T00:00:00
