country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,195,73.5,2020-09-17T00:00:00
NO,nordland,201,83.3,2020-09-17T00:00:00
NO,troms og finnmark,333,136.9,2020-09-17T00:00:00
NO,vestfold og telemark,388,92.5,2020-09-17T00:00:00
NO,agder,430,140,2020-09-17T00:00:00
NO,rogaland,598,124.6,2020-09-17T00:00:00
NO,innlandet,610,164.3,2020-09-17T00:00:00
NO,trøndelag,651,138.9,2020-09-17T00:00:00
NO,vestland,1582,248.5,2020-09-17T00:00:00
NO,viken,3583,288.7,2020-09-17T00:00:00
NO,oslo,3927,566.3,2020-09-17T00:00:00
