country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,24190,10064.7,2022-02-16T00:00:00
NO,møre og romsdal,28263,10643.4,2022-02-16T00:00:00
NO,troms og finnmark,29695,12262.1,2022-02-16T00:00:00
NO,innlandet,54160,14614,2022-02-16T00:00:00
NO,agder,56183,18191.4,2022-02-16T00:00:00
NO,vestfold og telemark,71551,16960,2022-02-16T00:00:00
NO,trøndelag,74667,15848.7,2022-02-16T00:00:00
NO,rogaland,81030,16788.7,2022-02-16T00:00:00
NO,vestland,94089,14728.5,2022-02-16T00:00:00
NO,oslo,211859,30395.4,2022-02-16T00:00:00
NO,viken,307220,24530.8,2022-02-16T00:00:00
