country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40639,16908.6,2022-08-24T00:00:00
NO,troms og finnmark,49189,20311.9,2022-08-24T00:00:00
NO,møre og romsdal,55353,20845.1,2022-08-24T00:00:00
NO,innlandet,80389,21691.4,2022-08-24T00:00:00
NO,agder,80891,26191.6,2022-08-24T00:00:00
NO,trøndelag,102187,21690,2022-08-24T00:00:00
NO,vestfold og telemark,104386,24742.9,2022-08-24T00:00:00
NO,rogaland,123910,25673.1,2022-08-24T00:00:00
NO,vestland,147517,23092.1,2022-08-24T00:00:00
NO,oslo,261369,37498.6,2022-08-24T00:00:00
NO,viken,391289,31243.5,2022-08-24T00:00:00
