country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40695,16931.9,2022-09-04T00:00:00
NO,troms og finnmark,49234,20330.5,2022-09-04T00:00:00
NO,møre og romsdal,55455,20883.5,2022-09-04T00:00:00
NO,innlandet,80458,21710,2022-09-04T00:00:00
NO,agder,80942,26208.1,2022-09-04T00:00:00
NO,trøndelag,102285,21710.8,2022-09-04T00:00:00
NO,vestfold og telemark,104456,24759.5,2022-09-04T00:00:00
NO,rogaland,123960,25683.5,2022-09-04T00:00:00
NO,vestland,147701,23120.9,2022-09-04T00:00:00
NO,oslo,261525,37521,2022-09-04T00:00:00
NO,viken,391482,31258.9,2022-09-04T00:00:00
