country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40500,16850.8,2022-08-05T00:00:00
NO,troms og finnmark,49091,20271.5,2022-08-05T00:00:00
NO,møre og romsdal,55159,20772.1,2022-08-05T00:00:00
NO,innlandet,80201,21640.7,2022-08-05T00:00:00
NO,agder,80735,26141.1,2022-08-05T00:00:00
NO,trøndelag,101941,21637.8,2022-08-05T00:00:00
NO,vestfold og telemark,104235,24707.1,2022-08-05T00:00:00
NO,rogaland,123761,25642.2,2022-08-05T00:00:00
NO,vestland,147188,23040.6,2022-08-05T00:00:00
NO,oslo,260960,37439.9,2022-08-05T00:00:00
NO,viken,390820,31206.1,2022-08-05T00:00:00
