country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,554,229.7,2020-12-05T00:00:00
NO,møre og romsdal,682,257.1,2020-12-05T00:00:00
NO,troms og finnmark,865,355.5,2020-12-05T00:00:00
NO,agder,1072,348.9,2020-12-05T00:00:00
NO,trøndelag,1244,265.4,2020-12-05T00:00:00
NO,vestfold og telemark,1312,312.8,2020-12-05T00:00:00
NO,rogaland,1589,331.1,2020-12-05T00:00:00
NO,innlandet,1842,496,2020-12-05T00:00:00
NO,vestland,5184,814.4,2020-12-05T00:00:00
NO,oslo,11180,1612.1,2020-12-05T00:00:00
NO,viken,11450,922.5,2020-12-05T00:00:00
