country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2363,983.2,2021-09-01T00:00:00
NO,troms og finnmark,3159,1304.5,2021-09-01T00:00:00
NO,møre og romsdal,3302,1243.5,2021-09-01T00:00:00
NO,agder,6688,2165.5,2021-09-01T00:00:00
NO,trøndelag,6849,1453.8,2021-09-01T00:00:00
NO,innlandet,7054,1903.4,2021-09-01T00:00:00
NO,rogaland,9450,1958,2021-09-01T00:00:00
NO,vestfold og telemark,10142,2404,2021-09-01T00:00:00
NO,vestland,13819,2163.2,2021-09-01T00:00:00
NO,oslo,43569,6250.8,2021-09-01T00:00:00
NO,viken,50727,4050.4,2021-09-01T00:00:00
