country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,176,73,2020-08-26T00:00:00
NO,møre og romsdal,177,66.7,2020-08-26T00:00:00
NO,troms og finnmark,320,131.5,2020-08-26T00:00:00
NO,vestfold og telemark,353,84.2,2020-08-26T00:00:00
NO,agder,391,127.3,2020-08-26T00:00:00
NO,rogaland,517,107.7,2020-08-26T00:00:00
NO,innlandet,555,149.4,2020-08-26T00:00:00
NO,trøndelag,621,132.5,2020-08-26T00:00:00
NO,vestland,1037,162.9,2020-08-26T00:00:00
NO,viken,2934,236.4,2020-08-26T00:00:00
NO,oslo,3372,486.2,2020-08-26T00:00:00
