country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3248,1351.4,2021-10-18T00:00:00
NO,møre og romsdal,4352,1638.9,2021-10-18T00:00:00
NO,troms og finnmark,4409,1820.6,2021-10-18T00:00:00
NO,agder,7732,2503.5,2021-10-18T00:00:00
NO,innlandet,8279,2233.9,2021-10-18T00:00:00
NO,trøndelag,9476,2011.4,2021-10-18T00:00:00
NO,rogaland,10608,2197.9,2021-10-18T00:00:00
NO,vestfold og telemark,11541,2735.6,2021-10-18T00:00:00
NO,vestland,15467,2421.2,2021-10-18T00:00:00
NO,oslo,54650,7840.6,2021-10-18T00:00:00
NO,viken,62862,5019.4,2021-10-18T00:00:00
