country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2792,1161.7,2021-09-22T00:00:00
NO,troms og finnmark,3696,1526.2,2021-09-22T00:00:00
NO,møre og romsdal,4006,1508.6,2021-09-22T00:00:00
NO,agder,7450,2412.2,2021-09-22T00:00:00
NO,innlandet,7815,2108.7,2021-09-22T00:00:00
NO,trøndelag,8531,1810.8,2021-09-22T00:00:00
NO,rogaland,10175,2108.2,2021-09-22T00:00:00
NO,vestfold og telemark,11041,2617.1,2021-09-22T00:00:00
NO,vestland,14845,2323.8,2021-09-22T00:00:00
NO,oslo,50892,7301.5,2021-09-22T00:00:00
NO,viken,59115,4720.2,2021-09-22T00:00:00
