country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40706,16936.5,2022-09-06T00:00:00
NO,troms og finnmark,49250,20337.1,2022-09-06T00:00:00
NO,møre og romsdal,55474,20890.7,2022-09-06T00:00:00
NO,innlandet,80475,21714.6,2022-09-06T00:00:00
NO,agder,80958,26213.3,2022-09-06T00:00:00
NO,trøndelag,102309,21715.9,2022-09-06T00:00:00
NO,vestfold og telemark,104477,24764.5,2022-09-06T00:00:00
NO,rogaland,123981,25687.8,2022-09-06T00:00:00
NO,vestland,147748,23128.2,2022-09-06T00:00:00
NO,oslo,261566,37526.9,2022-09-06T00:00:00
NO,viken,391541,31263.7,2022-09-06T00:00:00
