country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1513,629.5,2021-05-11T00:00:00
NO,troms og finnmark,1576,650.8,2021-05-11T00:00:00
NO,møre og romsdal,1903,716.6,2021-05-11T00:00:00
NO,agder,3559,1152.4,2021-05-11T00:00:00
NO,trøndelag,4040,857.5,2021-05-11T00:00:00
NO,innlandet,4792,1293,2021-05-11T00:00:00
NO,rogaland,6246,1294.1,2021-05-11T00:00:00
NO,vestfold og telemark,6903,1636.2,2021-05-11T00:00:00
NO,vestland,9340,1462.1,2021-05-11T00:00:00
NO,oslo,34416,4937.7,2021-05-11T00:00:00
NO,viken,40628,3244.1,2021-05-11T00:00:00
