country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,519,215.1,2020-11-25T00:00:00
NO,møre og romsdal,621,234.1,2020-11-25T00:00:00
NO,troms og finnmark,838,344.4,2020-11-25T00:00:00
NO,agder,1013,329.7,2020-11-25T00:00:00
NO,vestfold og telemark,1137,271.1,2020-11-25T00:00:00
NO,trøndelag,1196,255.2,2020-11-25T00:00:00
NO,rogaland,1512,315.1,2020-11-25T00:00:00
NO,innlandet,1608,433,2020-11-25T00:00:00
NO,vestland,4954,778.3,2020-11-25T00:00:00
NO,viken,9849,793.5,2020-11-25T00:00:00
NO,oslo,10104,1457,2020-11-25T00:00:00
