country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39789,16555,2022-06-17T00:00:00
NO,troms og finnmark,48265,19930.4,2022-06-17T00:00:00
NO,møre og romsdal,54075,20363.9,2022-06-17T00:00:00
NO,innlandet,79141,21354.7,2022-06-17T00:00:00
NO,agder,79871,25861.4,2022-06-17T00:00:00
NO,trøndelag,100450,21321.4,2022-06-17T00:00:00
NO,vestfold og telemark,102834,24375.1,2022-06-17T00:00:00
NO,rogaland,122389,25358,2022-06-17T00:00:00
NO,vestland,144813,22668.8,2022-06-17T00:00:00
NO,oslo,258682,37113.1,2022-06-17T00:00:00
NO,viken,386607,30869.7,2022-06-17T00:00:00
