country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,967,400.9,2021-02-05T00:00:00
NO,troms og finnmark,1214,498.9,2021-02-05T00:00:00
NO,møre og romsdal,1230,463.7,2021-02-05T00:00:00
NO,agder,1587,516.5,2021-02-05T00:00:00
NO,vestfold og telemark,3149,750.8,2021-02-05T00:00:00
NO,innlandet,3296,887.5,2021-02-05T00:00:00
NO,rogaland,3448,718.5,2021-02-05T00:00:00
NO,trøndelag,3493,745.2,2021-02-05T00:00:00
NO,vestland,6379,1002.2,2021-02-05T00:00:00
NO,oslo,17512,2525.2,2021-02-05T00:00:00
NO,viken,20803,1676.1,2021-02-05T00:00:00
