country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2306,959.5,2021-08-30T00:00:00
NO,troms og finnmark,3112,1285.1,2021-08-30T00:00:00
NO,møre og romsdal,3198,1204.3,2021-08-30T00:00:00
NO,agder,6517,2110.1,2021-08-30T00:00:00
NO,trøndelag,6659,1413.4,2021-08-30T00:00:00
NO,innlandet,6926,1868.8,2021-08-30T00:00:00
NO,rogaland,9318,1930.6,2021-08-30T00:00:00
NO,vestfold og telemark,10046,2381.2,2021-08-30T00:00:00
NO,vestland,13637,2134.7,2021-08-30T00:00:00
NO,oslo,42541,6103.4,2021-08-30T00:00:00
NO,viken,49794,3975.9,2021-08-30T00:00:00
