country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,37016,15401.2,2022-03-20T00:00:00
NO,troms og finnmark,45707,18874.1,2022-03-20T00:00:00
NO,møre og romsdal,49938,18805.9,2022-03-20T00:00:00
NO,innlandet,75257,20306.6,2022-03-20T00:00:00
NO,agder,76402,24738.1,2022-03-20T00:00:00
NO,vestfold og telemark,96842,22954.8,2022-03-20T00:00:00
NO,trøndelag,97126,20615.8,2022-03-20T00:00:00
NO,rogaland,116748,24189.2,2022-03-20T00:00:00
NO,vestland,137752,21563.5,2022-03-20T00:00:00
NO,oslo,248942,35715.7,2022-03-20T00:00:00
NO,viken,370524,29585.5,2022-03-20T00:00:00
