country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2147,893.3,2021-08-23T00:00:00
NO,møre og romsdal,2923,1100.8,2021-08-23T00:00:00
NO,troms og finnmark,2985,1232.6,2021-08-23T00:00:00
NO,agder,5971,1933.3,2021-08-23T00:00:00
NO,trøndelag,6165,1308.6,2021-08-23T00:00:00
NO,innlandet,6523,1760.1,2021-08-23T00:00:00
NO,rogaland,8832,1829.9,2021-08-23T00:00:00
NO,vestfold og telemark,9690,2296.9,2021-08-23T00:00:00
NO,vestland,12871,2014.8,2021-08-23T00:00:00
NO,oslo,40335,5786.9,2021-08-23T00:00:00
NO,viken,47552,3796.9,2021-08-23T00:00:00
