country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39703,16519.2,2022-06-09T00:00:00
NO,troms og finnmark,48153,19884.1,2022-06-09T00:00:00
NO,møre og romsdal,53920,20305.5,2022-06-09T00:00:00
NO,innlandet,78997,21315.8,2022-06-09T00:00:00
NO,agder,79792,25835.8,2022-06-09T00:00:00
NO,trøndelag,100245,21277.8,2022-06-09T00:00:00
NO,vestfold og telemark,102649,24331.2,2022-06-09T00:00:00
NO,rogaland,122195,25317.8,2022-06-09T00:00:00
NO,vestland,144533,22625,2022-06-09T00:00:00
NO,oslo,258401,37072.8,2022-06-09T00:00:00
NO,viken,385917,30814.6,2022-06-09T00:00:00
