country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,547,226.7,2020-12-03T00:00:00
NO,møre og romsdal,677,255.2,2020-12-03T00:00:00
NO,troms og finnmark,860,353.5,2020-12-03T00:00:00
NO,agder,1058,344.4,2020-12-03T00:00:00
NO,trøndelag,1231,262.6,2020-12-03T00:00:00
NO,vestfold og telemark,1252,298.5,2020-12-03T00:00:00
NO,rogaland,1566,326.3,2020-12-03T00:00:00
NO,innlandet,1778,478.7,2020-12-03T00:00:00
NO,vestland,5144,808.1,2020-12-03T00:00:00
NO,oslo,10972,1582.1,2020-12-03T00:00:00
NO,viken,11102,894.5,2020-12-03T00:00:00
