country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39659,16500.9,2022-06-03T00:00:00
NO,troms og finnmark,48090,19858.1,2022-06-03T00:00:00
NO,møre og romsdal,53842,20276.1,2022-06-03T00:00:00
NO,innlandet,78869,21281.3,2022-06-03T00:00:00
NO,agder,79752,25822.8,2022-06-03T00:00:00
NO,trøndelag,100151,21257.9,2022-06-03T00:00:00
NO,vestfold og telemark,102559,24309.9,2022-06-03T00:00:00
NO,rogaland,122078,25293.5,2022-06-03T00:00:00
NO,vestland,144392,22602.9,2022-06-03T00:00:00
NO,oslo,258230,37048.2,2022-06-03T00:00:00
NO,viken,385508,30781.9,2022-06-03T00:00:00
