country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39489,16430.1,2022-05-18T00:00:00
NO,troms og finnmark,47930,19792,2022-05-18T00:00:00
NO,møre og romsdal,53579,20177.1,2022-05-18T00:00:00
NO,innlandet,78606,21210.3,2022-05-18T00:00:00
NO,agder,79612,25777.5,2022-05-18T00:00:00
NO,trøndelag,99884,21201.2,2022-05-18T00:00:00
NO,vestfold og telemark,102255,24237.8,2022-05-18T00:00:00
NO,rogaland,121736,25222.7,2022-05-18T00:00:00
NO,vestland,143891,22524.5,2022-05-18T00:00:00
NO,oslo,257836,36991.7,2022-05-18T00:00:00
NO,viken,384362,30690.4,2022-05-18T00:00:00
