country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1857,772.6,2021-07-29T00:00:00
NO,møre og romsdal,2286,860.9,2021-07-29T00:00:00
NO,troms og finnmark,2641,1090.6,2021-07-29T00:00:00
NO,agder,5447,1763.7,2021-07-29T00:00:00
NO,trøndelag,5608,1190.3,2021-07-29T00:00:00
NO,innlandet,6015,1623,2021-07-29T00:00:00
NO,rogaland,7999,1657.3,2021-07-29T00:00:00
NO,vestfold og telemark,9044,2143.7,2021-07-29T00:00:00
NO,vestland,10552,1651.8,2021-07-29T00:00:00
NO,oslo,37898,5437.2,2021-07-29T00:00:00
NO,viken,44795,3576.8,2021-07-29T00:00:00
