country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1878,781.4,2021-08-02T00:00:00
NO,møre og romsdal,2448,921.9,2021-08-02T00:00:00
NO,troms og finnmark,2683,1107.9,2021-08-02T00:00:00
NO,agder,5510,1784.1,2021-08-02T00:00:00
NO,trøndelag,5668,1203.1,2021-08-02T00:00:00
NO,innlandet,6050,1632.5,2021-08-02T00:00:00
NO,rogaland,8061,1670.2,2021-08-02T00:00:00
NO,vestfold og telemark,9100,2157,2021-08-02T00:00:00
NO,vestland,10817,1693.3,2021-08-02T00:00:00
NO,oslo,38088,5464.5,2021-08-02T00:00:00
NO,viken,45047,3596.9,2021-08-02T00:00:00
