country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39625,16486.7,2022-06-01T00:00:00
NO,troms og finnmark,48050,19841.6,2022-06-01T00:00:00
NO,møre og romsdal,53788,20255.8,2022-06-01T00:00:00
NO,innlandet,78794,21261,2022-06-01T00:00:00
NO,agder,79715,25810.8,2022-06-01T00:00:00
NO,trøndelag,100111,21249.4,2022-06-01T00:00:00
NO,vestfold og telemark,102471,24289,2022-06-01T00:00:00
NO,rogaland,122029,25283.4,2022-06-01T00:00:00
NO,vestland,144249,22580.5,2022-06-01T00:00:00
NO,oslo,258124,37033,2022-06-01T00:00:00
NO,viken,385214,30758.5,2022-06-01T00:00:00
