country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,25081,10435.4,2022-02-17T00:00:00
NO,møre og romsdal,29380,11064.1,2022-02-17T00:00:00
NO,troms og finnmark,30319,12519.8,2022-02-17T00:00:00
NO,innlandet,55682,15024.7,2022-02-17T00:00:00
NO,agder,57436,18597.2,2022-02-17T00:00:00
NO,vestfold og telemark,72912,17282.6,2022-02-17T00:00:00
NO,trøndelag,76192,16172.4,2022-02-17T00:00:00
NO,rogaland,83133,17224.5,2022-02-17T00:00:00
NO,vestland,96681,15134.3,2022-02-17T00:00:00
NO,oslo,213508,30632,2022-02-17T00:00:00
NO,viken,311242,24852,2022-02-17T00:00:00
