country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,752,311.7,2021-01-09T00:00:00
NO,møre og romsdal,1019,384.2,2021-01-09T00:00:00
NO,troms og finnmark,1067,438.5,2021-01-09T00:00:00
NO,agder,1285,418.3,2021-01-09T00:00:00
NO,vestfold og telemark,2544,606.6,2021-01-09T00:00:00
NO,rogaland,2750,573,2021-01-09T00:00:00
NO,trøndelag,2903,619.4,2021-01-09T00:00:00
NO,innlandet,2942,792.2,2021-01-09T00:00:00
NO,vestland,5808,912.4,2021-01-09T00:00:00
NO,oslo,14837,2139.5,2021-01-09T00:00:00
NO,viken,17241,1389.1,2021-01-09T00:00:00
