country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1326,551.7,2021-03-23T00:00:00
NO,møre og romsdal,1363,513.3,2021-03-23T00:00:00
NO,troms og finnmark,1450,598.8,2021-03-23T00:00:00
NO,agder,2509,812.4,2021-03-23T00:00:00
NO,trøndelag,3673,779.6,2021-03-23T00:00:00
NO,innlandet,3755,1013.2,2021-03-23T00:00:00
NO,rogaland,4355,902.3,2021-03-23T00:00:00
NO,vestfold og telemark,4882,1157.2,2021-03-23T00:00:00
NO,vestland,7351,1150.7,2021-03-23T00:00:00
NO,oslo,25345,3636.2,2021-03-23T00:00:00
NO,viken,29480,2353.9,2021-03-23T00:00:00
