country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40487,16845.4,2022-08-04T00:00:00
NO,troms og finnmark,49080,20266.9,2022-08-04T00:00:00
NO,møre og romsdal,55146,20767.2,2022-08-04T00:00:00
NO,innlandet,80186,21636.6,2022-08-04T00:00:00
NO,agder,80726,26138.2,2022-08-04T00:00:00
NO,trøndelag,101925,21634.4,2022-08-04T00:00:00
NO,vestfold og telemark,104219,24703.4,2022-08-04T00:00:00
NO,rogaland,123746,25639.1,2022-08-04T00:00:00
NO,vestland,147156,23035.6,2022-08-04T00:00:00
NO,oslo,260931,37435.8,2022-08-04T00:00:00
NO,viken,390771,31202.2,2022-08-04T00:00:00
