country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2401,999,2021-09-05T00:00:00
NO,troms og finnmark,3196,1319.7,2021-09-05T00:00:00
NO,møre og romsdal,3404,1281.9,2021-09-05T00:00:00
NO,agder,6823,2209.2,2021-09-05T00:00:00
NO,trøndelag,7070,1500.7,2021-09-05T00:00:00
NO,innlandet,7170,1934.7,2021-09-05T00:00:00
NO,rogaland,9574,1983.7,2021-09-05T00:00:00
NO,vestfold og telemark,10261,2432.2,2021-09-05T00:00:00
NO,vestland,14026,2195.6,2021-09-05T00:00:00
NO,oslo,44571,6394.6,2021-09-05T00:00:00
NO,viken,51757,4132.7,2021-09-05T00:00:00
