country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1621,674.4,2021-06-14T00:00:00
NO,møre og romsdal,2079,782.9,2021-06-14T00:00:00
NO,troms og finnmark,2180,900.2,2021-06-14T00:00:00
NO,agder,4716,1527,2021-06-14T00:00:00
NO,trøndelag,4960,1052.8,2021-06-14T00:00:00
NO,innlandet,5675,1531.3,2021-06-14T00:00:00
NO,rogaland,6770,1402.7,2021-06-14T00:00:00
NO,vestfold og telemark,8442,2001,2021-06-14T00:00:00
NO,vestland,9843,1540.8,2021-06-14T00:00:00
NO,oslo,36553,5244.3,2021-06-14T00:00:00
NO,viken,42949,3429.4,2021-06-14T00:00:00
