country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2041,853.8,2021-08-13T00:00:00
NO,møre og romsdal,2674,1013.8,2021-08-13T00:00:00
NO,troms og finnmark,2852,1182.2,2021-08-13T00:00:00
NO,agder,5725,1866,2021-08-13T00:00:00
NO,trøndelag,5902,1258.7,2021-08-13T00:00:00
NO,innlandet,6238,1687.5,2021-08-13T00:00:00
NO,rogaland,8392,1745.6,2021-08-13T00:00:00
NO,vestfold og telemark,9291,2209.4,2021-08-13T00:00:00
NO,vestland,11907,1881.3,2021-08-13T00:00:00
NO,oslo,38949,5609,2021-08-13T00:00:00
NO,viken,45925,3680.1,2021-08-13T00:00:00
