country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,450,186.5,2020-11-13T00:00:00
NO,møre og romsdal,531,200.2,2020-11-13T00:00:00
NO,troms og finnmark,743,305.4,2020-11-13T00:00:00
NO,agder,812,264.3,2020-11-13T00:00:00
NO,vestfold og telemark,890,212.2,2020-11-13T00:00:00
NO,trøndelag,1094,233.4,2020-11-13T00:00:00
NO,rogaland,1302,271.3,2020-11-13T00:00:00
NO,innlandet,1407,378.9,2020-11-13T00:00:00
NO,vestland,4103,644.6,2020-11-13T00:00:00
NO,viken,7547,608.1,2020-11-13T00:00:00
NO,oslo,8061,1162.4,2020-11-13T00:00:00
